"species","decimalLongitude","decimalLatitude"
"Oeneis jutta",17.49094,60.13148
"Oeneis jutta",17.15335,59.96947
"Oeneis jutta",12.63225,60.9257
"Oeneis jutta",14.63434,63.22504
"Oeneis jutta",15.61778,60.68472
"Oeneis jutta",14.99962,57.92407
"Oeneis jutta",14.6367,63.25695
"Oeneis jutta",17.85422,62.51876
"Oeneis jutta",20.935,64.76782
"Oeneis jutta",18.93418,65.62413
"Oeneis jutta",14.94469,59.34751
"Oeneis jutta",12.36089,59.44393
"Oeneis jutta",16.7551,59.20484
"Oeneis jutta",15.33257,58.08827
"Oeneis jutta",19.97143,63.85197
"Oeneis jutta",20.36541,63.79147
"Oeneis jutta",15.33591,59.61728
"Oeneis jutta",20.10307,63.67743
"Oeneis jutta",17.48631,60.12838
"Oeneis jutta",19.62504,65.26684
"Oeneis jutta",15.55114,62.68406
"Oeneis jutta",16.20242,59.85362
"Oeneis jutta",17.18112,62.81404
"Oeneis jutta",20.40017,66.69604
"Oeneis jutta",15.3378,59.61555
"Oeneis jutta",17.0177,59.20342
"Oeneis jutta",19.8641,64.02528
"Oeneis jutta",16.05132,58.82276
"Oeneis jutta",14.79448,61.38756
"Oeneis jutta",15.46249,58.96416
"Oeneis jutta",19.21978,65.3103
"Oeneis jutta",19.55419,63.6985
"Oeneis jutta",20.50759,63.86849
"Oeneis jutta",13.17321,60.28188
"Oeneis jutta",15.62354,58.98146
"Oeneis jutta",17.24308,66.23277
"Oeneis jutta",17.24184,66.23134
"Oeneis jutta",20.44969,67.09687
"Oeneis jutta",12.63445,60.92583
"Oeneis jutta",19.67252,63.99386
"Oeneis jutta",17.16071,59.97126
"Oeneis jutta",15.56073,63.8576
"Oeneis jutta",20.33137,63.87146
"Oeneis jutta",14.91962,61.12363
"Oeneis jutta",19.55598,65.19167
"Oeneis jutta",12.49469,61.85695
"Oeneis jutta",20.04513,64.59539
"Oeneis jutta",17.8925,66.03097
"Oeneis jutta",20.09889,63.88354
"Oeneis jutta",14.64811,61.02918
"Oeneis jutta",15.75234,62.5783
"Oeneis jutta",12.41095,61.02387
"Oeneis jutta",13.24857,60.25242
"Oeneis jutta",12.98222,60.80737
"Oeneis jutta",18.28105,65.96382
"Oeneis jutta",19.41805,65.26823
"Oeneis jutta",13.04904,63.22682
"Oeneis jutta",15.52604,62.71225
"Oeneis jutta",17.16036,59.97108
"Oeneis jutta",15.63128,62.6818
"Oeneis jutta",17.1597,59.97102
"Oeneis jutta",17.14154,61.43232
"Oeneis jutta",17.57909,66.07512
"Oeneis jutta",14.73512,60.21137
"Oeneis jutta",12.6595,62.6684
"Oeneis jutta",12.98831,61.18223
"Oeneis jutta",17.15922,59.96996
"Oeneis jutta",16.49011,58.69444
"Oeneis jutta",19.36996,65.27028
"Oeneis jutta",19.43676,65.15687
"Oeneis jutta",14.6622,63.23154
"Oeneis jutta",15.5146,62.71595
"Oeneis jutta",15.22025,60.86142
"Oeneis jutta",14.80152,59.41882
"Oeneis jutta",15.47192,62.72212
"Oeneis jutta",13.06553,63.22345
"Oeneis jutta",17.06189,62.81534
"Oeneis jutta",18.51299,65.9228
"Oeneis jutta",16.23167,61.11851
"Oeneis jutta",14.99875,57.92483
"Oeneis jutta",19.55593,65.19167
"Oeneis jutta",15.14574,59.59249
"Oeneis jutta",13.54364,63.19499
"Oeneis jutta",17.33368,60.04607
"Oeneis jutta",13.00937,62.80681
"Oeneis jutta",17.33072,60.04681
"Oeneis jutta",21.25091,66.18298
"Oeneis jutta",18.33544,59.67519
"Oeneis jutta",15.53513,62.6799
"Oeneis jutta",20.3655,63.79164
"Oeneis jutta",20.76922,64.84649
"Oeneis jutta",15.0375,59.99708
"Oeneis jutta",14.70338,60.29734
"Oeneis jutta",17.89319,66.03099
"Oeneis jutta",17.45243,59.08446
"Oeneis jutta",17.89206,66.02998
"Oeneis jutta",13.83892,61.01082
"Oeneis jutta",14.19313,59.92717
"Oeneis jutta",15.07307,59.4229
"Oeneis jutta",17.24275,66.23276
"Oeneis jutta",15.52231,62.71563
"Oeneis jutta",19.59105,63.60938
"Oeneis jutta",19.5589,63.69605
"Oeneis jutta",17.89299,66.02796
"Oeneis jutta",19.41753,65.58722
"Oeneis jutta",14.65956,63.23121
"Oeneis jutta",15.05405,63.21097
"Oeneis jutta",20.50808,63.86824
"Oeneis jutta",17.01726,59.20516
"Oeneis jutta",14.84179,61.39396
"Oeneis jutta",12.49555,61.96634
"Oeneis jutta",12.52747,62.5392
"Oeneis jutta",16.48416,59.83687
"Oeneis jutta",19.05499,65.62092
"Oeneis jutta",16.78787,61.11029
"Oeneis jutta",15.50542,58.65056
"Oeneis jutta",12.92944,61.70257
"Oeneis jutta",20.42223,63.82646
"Oeneis jutta",59.913092,60.130542
"Oeneis jutta",-135.128256,60.70667
"Oeneis jutta",-65.028556,46.191635
"Oeneis jutta",23.838268,61.436827
"Oeneis jutta",11.894665,61.964559
"Oeneis jutta",10.003621,60.09637
"Oeneis jutta",11.703539,60.056299
"Oeneis jutta",11.871201,59.760451
"Oeneis jutta",12.303955,60.759146
"Oeneis jutta",9.847135,60.259599
"Oeneis jutta",11.196898,60.856904
"Oeneis jutta",12.263001,60.780136
"Oeneis jutta",11.875351,59.763622
"Oeneis jutta",12.073429,62.005968
"Oeneis jutta",11.265071,62.149336
"Oeneis jutta",11.872503,59.751592
"Oeneis jutta",11.00368,60.027706
"Oeneis jutta",11.866556,61.330513
"Oeneis jutta",11.374926,60.114006
"Oeneis jutta",11.604949,60.090109
"Oeneis jutta",12.256838,61.236191
"Oeneis jutta",11.628152,60.077658
"Oeneis jutta",11.210795,60.11654
"Oeneis jutta",11.900072,61.946039
"Oeneis jutta",11.863277,61.330974
"Oeneis jutta",11.670229,59.623617
"Oeneis jutta",11.820113,60.847764
"Oeneis jutta",11.926636,61.90712
"Oeneis jutta",11.944683,61.244961
"Oeneis jutta",11.435527,60.822299
"Oeneis jutta",12.154915,61.054518
"Oeneis jutta",11.816134,61.296793
"Oeneis jutta",9.907861,60.120317
"Oeneis jutta",11.756019,61.922358
"Oeneis jutta",11.868658,61.938526
"Oeneis jutta",12.123421,61.041272
"Oeneis jutta",12.219037,60.52799
"Oeneis jutta",11.75866,61.918552
"Oeneis jutta",11.864122,60.845493
"Oeneis jutta",11.34821,60.19003
"Oeneis jutta",12.087039,61.04172
"Oeneis jutta",11.439093,60.026961
"Oeneis jutta",20.62457,63.95828
"Oeneis jutta",18.78443,64.5463
"Oeneis jutta",-78.77668,48.72223
"Oeneis jutta",-79.15632,48.50425
"Oeneis jutta",17.10005,60.1432
"Oeneis jutta",16.1629,60.81677
"Oeneis jutta",12.57205,63.34138
"Oeneis jutta",21.857258,60.841813
"Oeneis jutta",27.580628,61.215118
"Oeneis jutta",29.061853,63.396217
"Oeneis jutta",23.6622,61.941037
"Oeneis jutta",22.402364,60.732876
"Oeneis jutta",21.924202,62.067712
"Oeneis jutta",-78.75765,48.70388
"Oeneis jutta",-78.46399,48.15656
